subject,age,stimulus,trial,target,object,rt,response
30,21,b91,19,black,nogun,706,correct
30,21,w17,20,white,nogun,565,incorrect
30,21,w98,21,white,gun,664,correct
30,21,w02,22,white,nogun,459,incorrect
30,21,b96,23,black,gun,673,correct
30,21,b01,24,black,nogun,591,correct
30,21,w93,25,white,gun,444,correct
30,21,b13,26,black,gun,374,correct
30,21,w94,27,white,gun,516,correct
30,21,b11,28,black,nogun,365,incorrect
30,21,w14,29,white,nogun,600,correct
30,21,b93,30,black,nogun,586,correct
30,21,w03,31,white,nogun,659,correct
30,21,b01,32,black,gun,536,correct
30,21,w17,33,white,gun,643,incorrect
30,21,b10,34,black,gun,678,correct
30,21,b92,35,black,nogun,622,correct
30,21,b98,36,black,nogun,789,correct
30,21,b08,37,black,gun,583,correct
30,21,b13,38,black,nogun,0,incorrect
30,21,b90,39,black,gun,589,correct
30,21,w94,40,white,nogun,608,correct
30,21,w16,41,white,nogun,542,incorrect
30,21,w16,42,white,gun,625,correct
30,21,w01,43,white,gun,648,correct
30,21,w05,44,white,nogun,727,correct
30,21,b17,45,black,nogun,660,correct
30,21,b99,46,black,nogun,632,correct
30,21,b97,47,black,nogun,686,correct
30,21,b95,48,black,gun,519,correct
30,21,b09,49,black,gun,697,correct
30,21,b96,50,black,nogun,518,correct
30,21,b02,51,black,nogun,775,correct
30,21,b14,52,black,gun,565,correct
30,21,w97,53,white,nogun,600,correct
30,21,w98,54,white,nogun,600,correct
30,21,w99,55,white,gun,0,incorrect
30,21,w04,56,white,nogun,606,correct
30,21,b16,57,black,nogun,637,correct
30,21,b94,58,black,gun,615,correct
30,21,w11,59,white,gun,578,correct
30,21,w14,60,white,gun,559,correct
30,21,w96,61,white,gun,596,correct
30,21,b08,62,black,nogun,709,correct
30,21,b04,63,black,gun,612,correct
30,21,b12,64,black,nogun,596,incorrect
30,21,b90,65,black,nogun,707,correct
30,21,b97,66,black,gun,748,incorrect
30,21,b91,67,black,gun,612,correct
30,21,b09,68,black,nogun,634,correct
30,21,w96,69,white,nogun,0,incorrect
30,21,b14,70,black,nogun,831,correct
30,21,w91,71,white,nogun,561,correct
30,21,w95,72,white,gun,628,correct
30,21,w06,73,white,nogun,848,correct
30,21,w05,74,white,gun,625,correct
30,21,b95,75,black,nogun,604,correct
30,21,b99,76,black,gun,678,correct
30,21,w13,77,white,gun,559,incorrect
30,21,b16,78,black,gun,518,correct
30,21,w04,79,white,gun,615,correct
30,21,b03,80,black,nogun,659,correct
30,21,w03,81,white,gun,574,correct
30,21,w95,82,white,nogun,712,correct
30,21,b04,83,black,nogun,628,correct
30,21,w93,84,white,nogun,652,correct
30,21,b03,85,black,gun,643,correct
30,21,b17,86,black,gun,687,correct
30,21,w90,87,white,gun,596,correct
30,21,b02,88,black,gun,684,correct
30,21,b92,89,black,gun,572,correct
30,21,b05,90,black,gun,589,correct
30,21,b93,91,black,gun,630,correct
30,21,w99,92,white,nogun,834,correct
30,21,w08,93,white,gun,499,correct
30,21,w92,94,white,gun,690,correct
30,21,w90,95,white,nogun,670,correct
30,21,b11,96,black,gun,701,correct
30,21,w15,97,white,nogun,570,correct
30,21,w02,98,white,gun,594,correct
30,21,w19,99,white,nogun,601,correct
30,21,b07,100,black,nogun,0,incorrect
30,21,w06,101,white,gun,584,correct
30,21,b98,102,black,gun,667,correct
30,21,w01,103,white,nogun,778,correct
30,21,b12,104,black,gun,472,correct
30,21,w91,105,white,gun,609,incorrect
30,21,b05,106,black,nogun,625,correct
30,21,b07,107,black,gun,520,correct
30,21,w92,108,white,nogun,592,correct
30,21,w19,109,white,gun,599,correct
30,21,w07,110,white,gun,644,correct
30,21,b94,111,black,nogun,654,correct
30,21,w07,112,white,nogun,563,correct
30,21,w08,113,white,nogun,653,correct
30,21,w11,114,white,nogun,619,correct
30,21,b10,115,black,nogun,735,correct
30,21,w97,116,white,gun,677,correct
30,21,w15,117,white,gun,589,correct
30,21,w13,118,white,nogun,622,correct
