subject,age,stimulus,trial,target,object,rt,response
23,24,b02,19,black,nogun,600,correct
23,24,w99,20,white,gun,494,correct
23,24,w02,21,white,gun,545,correct
23,24,b05,22,black,nogun,533,correct
23,24,b16,23,black,gun,510,correct
23,24,w07,24,white,nogun,477,correct
23,24,b92,25,black,nogun,642,correct
23,24,w95,26,white,nogun,518,correct
23,24,w01,27,white,nogun,716,correct
23,24,b09,28,black,nogun,564,correct
23,24,b10,29,black,gun,700,correct
23,24,w06,30,white,gun,469,correct
23,24,w96,31,white,nogun,724,correct
23,24,w08,32,white,nogun,630,correct
23,24,w07,33,white,gun,488,correct
23,24,w94,34,white,nogun,0,incorrect
23,24,w03,35,white,nogun,0,incorrect
23,24,b08,36,black,gun,565,correct
23,24,w05,37,white,gun,488,correct
23,24,b93,38,black,nogun,546,correct
23,24,w98,39,white,nogun,646,correct
23,24,b11,40,black,gun,553,correct
23,24,b97,41,black,gun,437,correct
23,24,b91,42,black,gun,461,correct
23,24,b01,43,black,nogun,613,correct
23,24,w19,44,white,gun,584,correct
23,24,b11,45,black,nogun,620,correct
23,24,b96,46,black,gun,532,correct
23,24,w96,47,white,gun,521,correct
23,24,b01,48,black,gun,609,correct
23,24,b91,49,black,nogun,603,correct
23,24,w04,50,white,gun,554,correct
23,24,b90,51,black,gun,476,correct
23,24,w90,52,white,gun,461,correct
23,24,w01,53,white,gun,639,correct
23,24,w04,54,white,nogun,637,correct
23,24,w91,55,white,nogun,652,correct
23,24,b99,56,black,gun,473,correct
23,24,b04,57,black,gun,527,correct
23,24,w05,58,white,nogun,778,correct
23,24,b94,59,black,gun,469,correct
23,24,b12,60,black,nogun,846,correct
23,24,b13,61,black,nogun,673,correct
23,24,b98,62,black,gun,614,correct
23,24,b93,63,black,gun,486,correct
23,24,w14,64,white,gun,536,correct
23,24,b16,65,black,nogun,493,correct
23,24,b13,66,black,gun,617,correct
23,24,w08,67,white,gun,525,incorrect
23,24,w06,68,white,nogun,684,correct
23,24,b99,69,black,nogun,664,correct
23,24,b14,70,black,gun,558,correct
23,24,w15,71,white,nogun,538,correct
23,24,b90,72,black,nogun,798,correct
23,24,b14,73,black,nogun,642,correct
23,24,w16,74,white,nogun,558,correct
23,24,w93,75,white,gun,525,correct
23,24,w13,76,white,nogun,541,correct
23,24,b12,77,black,gun,510,correct
23,24,w02,78,white,nogun,511,correct
23,24,w94,79,white,gun,538,correct
23,24,b95,80,black,gun,545,correct
23,24,w93,81,white,nogun,644,correct
23,24,b97,82,black,nogun,626,correct
23,24,b10,83,black,nogun,825,correct
23,24,b07,84,black,nogun,600,correct
23,24,b17,85,black,nogun,652,correct
23,24,b02,86,black,gun,563,correct
23,24,w95,87,white,gun,734,correct
23,24,b17,88,black,gun,790,correct
23,24,b08,89,black,nogun,680,correct
23,24,w03,90,white,gun,583,correct
23,24,w91,91,white,gun,636,correct
23,24,b98,92,black,nogun,660,correct
23,24,b94,93,black,nogun,642,correct
23,24,b04,94,black,nogun,578,correct
23,24,b96,95,black,nogun,526,correct
23,24,w17,96,white,nogun,646,correct
23,24,w99,97,white,nogun,658,correct
23,24,w11,98,white,nogun,753,correct
23,24,w13,99,white,gun,660,correct
23,24,w97,100,white,nogun,659,correct
23,24,w14,101,white,nogun,721,correct
23,24,b09,102,black,gun,707,correct
23,24,b92,103,black,gun,538,correct
23,24,b05,104,black,gun,605,correct
23,24,b03,105,black,nogun,844,correct
23,24,w98,106,white,gun,638,correct
23,24,b95,107,black,nogun,727,correct
23,24,b03,108,black,gun,536,correct
23,24,b07,109,black,gun,600,correct
23,24,w92,110,white,gun,796,correct
23,24,w97,111,white,gun,597,correct
23,24,w16,112,white,gun,609,correct
23,24,w11,113,white,gun,505,correct
23,24,w15,114,white,gun,577,correct
23,24,w17,115,white,gun,774,correct
23,24,w92,116,white,nogun,582,correct
23,24,w19,117,white,nogun,641,correct
23,24,w90,118,white,nogun,629,correct
