subject,age,stimulus,trial,target,object,rt,response
19,26,b09,19,black,gun,656,correct
19,26,w19,20,white,nogun,574,correct
19,26,w14,21,white,nogun,547,correct
19,26,w96,22,white,gun,399,correct
19,26,b02,23,black,nogun,527,correct
19,26,b10,24,black,gun,577,correct
19,26,w93,25,white,gun,393,correct
19,26,b99,26,black,nogun,744,correct
19,26,b96,27,black,nogun,425,correct
19,26,w03,28,white,nogun,461,incorrect
19,26,b14,29,black,gun,473,correct
19,26,b98,30,black,nogun,790,correct
19,26,w07,31,white,nogun,711,correct
19,26,b91,32,black,gun,503,correct
19,26,w02,33,white,gun,437,correct
19,26,b07,34,black,gun,508,correct
19,26,w92,35,white,nogun,531,correct
19,26,w95,36,white,gun,779,correct
19,26,b16,37,black,gun,505,correct
19,26,b94,38,black,nogun,647,correct
19,26,w16,39,white,nogun,512,correct
19,26,b10,40,black,nogun,644,correct
19,26,w08,41,white,gun,525,correct
19,26,w04,42,white,nogun,557,correct
19,26,w93,43,white,nogun,573,correct
19,26,w97,44,white,gun,509,correct
19,26,w01,45,white,nogun,526,correct
19,26,w98,46,white,nogun,549,correct
19,26,b13,47,black,nogun,671,correct
19,26,w14,48,white,gun,505,correct
19,26,b97,49,black,nogun,694,correct
19,26,w08,50,white,nogun,542,correct
19,26,w97,51,white,nogun,650,correct
19,26,w16,52,white,gun,578,incorrect
19,26,b08,53,black,nogun,612,correct
19,26,w98,54,white,gun,620,correct
19,26,w04,55,white,gun,636,correct
19,26,w07,56,white,gun,516,correct
19,26,w19,57,white,gun,523,correct
19,26,b03,58,black,gun,435,correct
19,26,w94,59,white,gun,554,correct
19,26,b12,60,black,nogun,734,correct
19,26,b90,61,black,nogun,793,correct
19,26,w90,62,white,gun,554,correct
19,26,b14,63,black,nogun,750,correct
19,26,w05,64,white,nogun,655,correct
19,26,b92,65,black,gun,536,correct
19,26,b08,66,black,gun,486,correct
19,26,w99,67,white,gun,610,correct
19,26,b12,68,black,gun,508,correct
19,26,b03,69,black,nogun,558,correct
19,26,b95,70,black,gun,555,correct
19,26,b01,71,black,nogun,567,correct
19,26,w94,72,white,nogun,570,correct
19,26,w15,73,white,nogun,527,correct
19,26,w06,74,white,gun,604,correct
19,26,w02,75,white,nogun,527,correct
19,26,b93,76,black,gun,564,correct
19,26,b93,77,black,nogun,544,correct
19,26,w99,78,white,nogun,580,correct
19,26,w91,79,white,nogun,571,correct
19,26,w91,80,white,gun,637,correct
19,26,b91,81,black,nogun,567,correct
19,26,w92,82,white,gun,755,correct
19,26,b95,83,black,nogun,634,correct
19,26,b92,84,black,nogun,709,correct
19,26,w05,85,white,gun,596,correct
19,26,w95,86,white,nogun,622,correct
19,26,w96,87,white,nogun,0,incorrect
19,26,b99,88,black,gun,470,correct
19,26,w11,89,white,gun,486,correct
19,26,w17,90,white,gun,599,correct
19,26,w90,91,white,nogun,618,correct
19,26,b17,92,black,gun,593,correct
19,26,b02,93,black,gun,604,correct
19,26,w17,94,white,nogun,843,incorrect
19,26,b04,95,black,nogun,655,correct
19,26,w13,96,white,nogun,585,correct
19,26,b98,97,black,gun,598,correct
19,26,w01,98,white,gun,565,correct
19,26,b11,99,black,nogun,602,correct
19,26,w13,100,white,gun,573,correct
19,26,w03,101,white,gun,537,correct
19,26,w15,102,white,gun,482,correct
19,26,w11,103,white,nogun,607,correct
19,26,w06,104,white,nogun,639,correct
19,26,b07,105,black,nogun,758,correct
19,26,b13,106,black,gun,508,correct
19,26,b94,107,black,gun,597,correct
19,26,b04,108,black,gun,534,correct
19,26,b01,109,black,gun,514,correct
19,26,b05,110,black,gun,606,correct
19,26,b97,111,black,gun,572,correct
19,26,b11,112,black,gun,0,incorrect
19,26,b05,113,black,nogun,627,correct
19,26,b09,114,black,nogun,554,correct
19,26,b17,115,black,nogun,596,correct
19,26,b96,116,black,gun,510,correct
19,26,b90,117,black,gun,531,correct
19,26,b16,118,black,nogun,550,correct
