subject,age,stimulus,trial,race,gun,rt,correct,rate
18,27,b05,20,1,1,615,1,1.6260162601626016
18,27,b04,21,1,0,559,1,1.7889087656529516
18,27,w04,22,0,0,488,0,2.0491803278688523
18,27,b17,23,1,0,719,1,1.3908205841446453
18,27,w02,24,0,1,547,1,1.8281535648994516
18,27,b07,25,1,1,688,1,1.4534883720930232
18,27,b93,26,1,0,530,1,1.8867924528301887
18,27,w13,27,0,0,544,1,1.838235294117647
18,27,w06,28,0,1,552,1,1.8115942028985508
18,27,b16,29,1,0,555,1,1.8018018018018018
18,27,b96,30,1,0,524,1,1.9083969465648856
18,27,w93,31,0,1,492,1,2.032520325203252
18,27,b94,32,1,1,470,1,2.127659574468085
18,27,w03,33,0,1,635,1,1.5748031496062993
18,27,w99,34,0,0,623,1,1.6051364365971108
18,27,b99,35,1,0,593,1,1.6863406408094435
18,27,w16,36,0,0,631,1,1.5847860538827259
18,27,b14,37,1,1,699,1,1.4306151645207439
18,27,b02,38,1,1,486,1,2.05761316872428
18,27,w91,39,0,0,540,1,1.8518518518518519
18,27,w07,40,0,0,571,1,1.7513134851138354
18,27,w14,41,0,1,496,1,2.0161290322580645
18,27,b05,42,1,0,594,1,1.6835016835016836
18,27,b17,43,1,1,586,0,1.7064846416382253
18,27,w95,44,0,0,642,1,1.557632398753894
18,27,b12,45,1,1,763,1,1.3106159895150722
18,27,w90,46,0,1,489,1,2.044989775051125
18,27,w19,47,0,0,769,1,1.3003901170351104
18,27,b98,48,1,0,744,1,1.3440860215053763
18,27,w94,49,0,0,607,1,1.6474464579901154
18,27,w91,51,0,1,605,1,1.6528925619834711
18,27,b91,52,1,0,664,1,1.5060240963855422
18,27,w94,53,0,1,506,1,1.976284584980237
18,27,b09,54,1,0,620,1,1.6129032258064515
18,27,b90,55,1,1,644,1,1.5527950310559007
18,27,b92,56,1,1,685,1,1.4598540145985401
18,27,w15,57,0,1,525,1,1.9047619047619047
18,27,w96,58,0,0,744,1,1.3440860215053763
18,27,w07,59,0,1,455,1,2.197802197802198
18,27,b94,60,1,0,614,1,1.6286644951140066
18,27,w11,61,0,1,617,1,1.6207455429497568
18,27,b10,62,1,0,807,1,1.2391573729863692
18,27,b03,63,1,0,569,1,1.757469244288225
18,27,b01,64,1,1,726,0,1.3774104683195592
18,27,b07,66,1,0,812,0,1.2315270935960592
18,27,b93,67,1,1,694,1,1.440922190201729
18,27,w93,68,0,0,687,1,1.455604075691412
18,27,w15,69,0,0,551,1,1.8148820326678765
18,27,w04,70,0,1,550,1,1.8181818181818181
18,27,b12,71,1,0,713,1,1.402524544179523
18,27,w96,72,0,1,614,0,1.6286644951140066
18,27,b14,73,1,0,548,1,1.8248175182481752
18,27,b98,74,1,1,525,1,1.9047619047619047
18,27,w08,75,0,0,764,1,1.3089005235602094
18,27,b11,76,1,1,594,1,1.6835016835016836
18,27,b03,77,1,1,536,1,1.8656716417910448
18,27,b02,78,1,0,525,1,1.9047619047619047
18,27,b96,79,1,1,538,1,1.858736059479554
18,27,b08,80,1,0,670,1,1.492537313432836
18,27,b13,81,1,0,628,1,1.5923566878980893
18,27,b13,82,1,1,517,1,1.9342359767891684
18,27,w14,83,0,0,735,1,1.3605442176870748
18,27,b91,84,1,1,755,1,1.3245033112582782
18,27,w17,85,0,1,597,0,1.6750418760469012
18,27,w11,86,0,0,624,1,1.6025641025641026
18,27,w05,87,0,1,498,1,2.0080321285140563
18,27,w16,88,0,1,827,1,1.2091898428053205
18,27,w13,89,0,1,598,1,1.6722408026755853
18,27,b97,90,1,0,766,1,1.3054830287206267
18,27,w05,91,0,0,719,1,1.3908205841446453
18,27,w17,93,0,0,606,1,1.6501650165016502
18,27,b16,94,1,1,558,1,1.7921146953405018
18,27,w99,95,0,1,618,1,1.6181229773462784
18,27,w02,96,0,0,558,1,1.7921146953405018
18,27,w01,97,0,0,777,1,1.287001287001287
18,27,w98,98,0,1,533,1,1.876172607879925
18,27,w98,99,0,0,746,1,1.3404825737265416
18,27,b90,100,1,0,788,1,1.2690355329949239
18,27,w03,101,0,0,790,1,1.2658227848101267
18,27,w08,102,0,1,717,1,1.394700139470014
18,27,b04,103,1,1,621,1,1.6103059581320451
18,27,b99,104,1,1,518,1,1.9305019305019304
18,27,b08,106,1,1,570,1,1.7543859649122806
18,27,b11,107,1,0,684,1,1.4619883040935673
18,27,b97,108,1,1,540,1,1.8518518518518519
18,27,w19,109,0,1,737,1,1.3568521031207599
18,27,w90,110,0,0,625,1,1.6
18,27,w06,111,0,0,565,1,1.7699115044247788
18,27,w01,112,0,1,611,1,1.6366612111292962
18,27,w95,113,0,1,777,1,1.287001287001287
18,27,w92,114,0,0,633,1,1.5797788309636651
18,27,w97,115,0,1,466,1,2.1459227467811157
18,27,b95,116,1,0,592,1,1.6891891891891893
18,27,b01,117,1,0,739,1,1.3531799729364005
18,27,b09,118,1,1,674,0,1.4836795252225519
24,24,w07,19,0,1,645,1,1.550387596899225
24,24,w91,20,0,1,594,1,1.6835016835016836
24,24,b17,21,1,1,644,1,1.5527950310559007
24,24,w02,22,0,1,508,1,1.968503937007874
24,24,b91,24,1,1,509,1,1.9646365422396856
24,24,w98,25,0,1,514,1,1.9455252918287937
24,24,w94,26,0,1,488,1,2.0491803278688523
24,24,b90,27,1,1,549,1,1.8214936247723132
24,24,b13,28,1,1,503,1,1.9880715705765408
24,24,w95,29,0,0,606,1,1.6501650165016502
24,24,w96,30,0,0,756,1,1.3227513227513228
24,24,w08,31,0,0,515,0,1.941747572815534
24,24,b14,32,1,0,829,1,1.2062726176115801
24,24,b11,33,1,0,770,1,1.2987012987012987
24,24,b05,34,1,1,496,1,2.0161290322580645
24,24,w95,35,0,1,639,1,1.5649452269170578
24,24,w94,36,0,0,636,1,1.5723270440251573
24,24,w07,37,0,0,683,1,1.4641288433382138
24,24,w03,38,0,1,620,1,1.6129032258064515
24,24,w17,39,0,1,782,1,1.278772378516624
24,24,b98,40,1,1,566,1,1.7667844522968197
24,24,b07,41,1,0,757,1,1.321003963011889
24,24,b92,42,1,0,820,1,1.2195121951219512
24,24,w08,43,0,1,824,1,1.2135922330097086
24,24,b11,44,1,1,782,1,1.278772378516624
24,24,b95,45,1,0,668,1,1.4970059880239521
24,24,w93,46,0,0,673,1,1.485884101040119
24,24,w97,47,0,1,651,1,1.5360983102918586
24,24,w15,48,0,1,543,1,1.8416206261510129
24,24,w98,50,0,0,695,1,1.4388489208633093
24,24,b93,51,1,1,521,1,1.9193857965451055
24,24,w04,52,0,0,671,1,1.4903129657228018
24,24,b94,53,1,0,699,1,1.4306151645207439
24,24,w90,54,0,0,677,1,1.4771048744460857
24,24,w05,55,0,1,527,1,1.8975332068311195
24,24,b03,56,1,1,523,1,1.9120458891013383
24,24,b01,57,1,0,792,1,1.2626262626262625
24,24,b93,58,1,0,667,1,1.4992503748125936
24,24,w15,59,0,0,684,1,1.4619883040935673
24,24,w01,60,0,0,704,1,1.4204545454545454
24,24,b01,61,1,1,585,1,1.7094017094017093
24,24,w04,62,0,1,561,1,1.7825311942959001
24,24,w99,63,0,1,683,1,1.4641288433382138
24,24,b16,64,1,0,791,1,1.2642225031605563
24,24,b02,65,1,0,710,1,1.408450704225352
24,24,w16,66,0,0,676,1,1.4792899408284024
24,24,w03,67,0,0,790,1,1.2658227848101267
24,24,b98,68,1,0,664,1,1.5060240963855422
24,24,b92,69,1,1,602,1,1.6611295681063123
24,24,b08,70,1,1,491,1,2.0366598778004072
24,24,b16,71,1,1,590,1,1.694915254237288
24,24,b12,72,1,0,811,1,1.2330456226880395
24,24,w13,73,0,0,620,1,1.6129032258064515
24,24,b13,74,1,0,687,1,1.455604075691412
24,24,b09,75,1,1,591,1,1.6920473773265652
24,24,b95,76,1,1,689,1,1.4513788098693758
24,24,b09,77,1,0,677,1,1.4771048744460857
24,24,w90,78,0,1,556,1,1.7985611510791366
24,24,w11,79,0,1,660,1,1.5151515151515151
24,24,b96,80,1,1,511,1,1.9569471624266144
24,24,w19,81,0,0,702,1,1.4245014245014245
24,24,w96,82,0,1,578,1,1.7301038062283738
24,24,w11,83,0,0,627,1,1.594896331738437
24,24,b90,84,1,0,743,1,1.3458950201884252
24,24,w06,85,0,1,626,1,1.597444089456869
24,24,b99,86,1,0,760,1,1.3157894736842106
24,24,w14,87,0,1,653,1,1.5313935681470139
24,24,b96,88,1,0,530,1,1.8867924528301887
24,24,w19,89,0,1,477,1,2.0964360587002098
24,24,w99,90,0,0,704,1,1.4204545454545454
24,24,b12,91,1,1,548,1,1.8248175182481752
24,24,b05,93,1,0,698,1,1.4326647564469914
24,24,w93,94,0,1,584,1,1.7123287671232876
24,24,w16,95,0,1,580,1,1.7241379310344827
24,24,b02,96,1,1,591,1,1.6920473773265652
24,24,w02,97,0,0,621,1,1.6103059581320451
24,24,b14,99,1,1,636,1,1.5723270440251573
24,24,b91,100,1,0,561,1,1.7825311942959001
24,24,w91,101,0,0,661,1,1.51285930408472
24,24,w01,102,0,1,529,1,1.890359168241966
24,24,w17,103,0,0,756,1,1.3227513227513228
24,24,b04,104,1,0,746,1,1.3404825737265416
24,24,w05,105,0,0,739,1,1.3531799729364005
24,24,w13,106,0,1,575,1,1.7391304347826086
24,24,b97,107,1,0,747,1,1.3386880856760375
24,24,b94,108,1,1,586,1,1.7064846416382253
24,24,b10,109,1,1,803,1,1.2453300124533002
24,24,b04,110,1,1,566,1,1.7667844522968197
24,24,b97,111,1,1,541,1,1.8484288354898337
24,24,b07,112,1,1,528,1,1.893939393939394
24,24,w97,113,0,0,590,1,1.694915254237288
24,24,b17,114,1,0,770,1,1.2987012987012987
24,24,b99,115,1,1,538,1,1.858736059479554
24,24,w14,116,0,0,748,1,1.3368983957219251
16,28,w96,19,0,1,546,1,1.8315018315018314
16,28,b16,20,1,1,497,1,2.0120724346076457
16,28,b08,21,1,0,614,1,1.6286644951140066
16,28,b11,22,1,1,452,1,2.2123893805309733
16,28,b13,23,1,1,490,1,2.0408163265306123
16,28,w16,24,0,1,350,0,2.857142857142857
16,28,b04,26,1,1,548,1,1.8248175182481752
16,28,w17,27,0,0,405,1,2.4691358024691357
16,28,w13,28,0,0,582,1,1.7182130584192439
16,28,w19,29,0,0,579,1,1.7271157167530224
16,28,b17,30,1,1,579,1,1.7271157167530224
16,28,w98,31,0,0,620,1,1.6129032258064515
16,28,w95,32,0,0,587,1,1.7035775127768313
16,28,w99,33,0,1,714,1,1.4005602240896358
16,28,w16,34,0,0,537,1,1.86219739292365
16,28,b96,35,1,1,406,1,2.4630541871921183
16,28,b05,36,1,1,392,1,2.5510204081632653
16,28,w90,37,0,0,532,1,1.8796992481203008
16,28,b03,38,1,0,567,1,1.763668430335097
16,28,b02,39,1,0,478,1,2.092050209205021
16,28,b01,40,1,1,374,0,2.6737967914438503
16,28,b90,41,1,1,488,1,2.0491803278688523
16,28,b93,42,1,1,535,1,1.8691588785046729
16,28,w11,43,0,1,483,1,2.070393374741201
16,28,b04,44,1,0,698,1,1.4326647564469914
16,28,b07,45,1,1,464,1,2.1551724137931036
16,28,b10,46,1,1,466,1,2.1459227467811157
16,28,w91,47,0,1,498,1,2.0080321285140563
16,28,b10,48,1,0,520,0,1.9230769230769231
16,28,b97,49,1,0,838,1,1.1933174224343674
16,28,w14,50,0,1,475,1,2.1052631578947367
16,28,w01,51,0,0,696,1,1.4367816091954022
16,28,w90,52,0,1,509,1,1.9646365422396856
16,28,b90,53,1,0,626,1,1.597444089456869
16,28,b07,54,1,0,656,1,1.524390243902439
16,28,b14,55,1,1,500,1,2.0
16,28,b14,56,1,0,661,1,1.51285930408472
16,28,w99,57,0,0,663,1,1.5082956259426847
16,28,b01,58,1,0,639,1,1.5649452269170578
16,28,b17,59,1,0,622,1,1.607717041800643
16,28,b03,60,1,1,528,1,1.893939393939394
16,28,w91,61,0,0,581,1,1.721170395869191
16,28,b91,62,1,0,631,1,1.5847860538827259
16,28,b93,63,1,0,552,1,1.8115942028985508
16,28,b91,64,1,1,509,1,1.9646365422396856
16,28,b11,65,1,0,515,1,1.941747572815534
16,28,w07,66,0,1,630,1,1.5873015873015872
16,28,b02,67,1,1,496,1,2.0161290322580645
16,28,w04,68,0,1,514,1,1.9455252918287937
16,28,b12,69,1,1,478,1,2.092050209205021
16,28,b92,70,1,1,463,1,2.159827213822894
16,28,w92,71,0,0,573,1,1.7452006980802792
16,28,b98,72,1,0,727,1,1.375515818431912
16,28,b92,73,1,0,614,1,1.6286644951140066
16,28,w15,74,0,0,548,1,1.8248175182481752
16,28,w13,75,0,1,543,1,1.8416206261510129
16,28,b13,76,1,0,489,0,2.044989775051125
16,28,w95,77,0,1,639,1,1.5649452269170578
16,28,w19,78,0,1,565,1,1.7699115044247788
16,28,w02,79,0,1,551,1,1.8148820326678765
16,28,b08,80,1,1,490,1,2.0408163265306123
16,28,b98,81,1,1,487,1,2.0533880903490758
16,28,w11,82,0,0,444,0,2.2522522522522523
16,28,b12,84,1,0,748,1,1.3368983957219251
16,28,w97,85,0,1,599,1,1.669449081803005
16,28,w03,86,0,1,711,1,1.4064697609001406
16,28,w93,87,0,1,543,1,1.8416206261510129
16,28,w08,88,0,1,574,1,1.7421602787456445
16,28,b96,89,1,0,505,1,1.9801980198019802
16,28,b05,90,1,0,715,1,1.3986013986013985
16,28,b09,91,1,1,599,1,1.669449081803005
16,28,b99,92,1,1,540,1,1.8518518518518519
16,28,w93,93,0,0,620,1,1.6129032258064515
16,28,w92,94,0,1,594,1,1.6835016835016836
16,28,b94,95,1,0,808,1,1.2376237623762376
16,28,b95,96,1,1,452,1,2.2123893805309733
16,28,w98,97,0,1,501,1,1.996007984031936
16,28,w94,98,0,0,551,1,1.8148820326678765
16,28,b09,99,1,0,524,1,1.9083969465648856
16,28,w17,100,0,1,524,1,1.9083969465648856
16,28,w08,101,0,0,585,1,1.7094017094017093
16,28,w07,102,0,0,593,1,1.6863406408094435
16,28,b94,103,1,1,473,1,2.1141649048625792
16,28,b95,104,1,0,596,1,1.6778523489932886
16,28,b97,105,1,1,676,1,1.4792899408284024
16,28,w97,106,0,0,555,1,1.8018018018018018
16,28,b99,107,1,0,521,1,1.9193857965451055
16,28,w06,108,0,1,576,1,1.7361111111111112
16,28,w96,109,0,0,590,1,1.694915254237288
16,28,w02,110,0,0,544,1,1.838235294117647
16,28,b16,111,1,0,540,1,1.8518518518518519
16,28,w94,112,0,1,496,1,2.0161290322580645
16,28,w06,113,0,0,549,1,1.8214936247723132
16,28,w01,114,0,1,534,1,1.8726591760299625
16,28,w04,115,0,0,617,1,1.6207455429497568
16,28,w15,116,0,1,394,1,2.5380710659898478
16,28,w03,117,0,0,656,1,1.524390243902439
16,28,w05,118,0,1,486,1,2.05761316872428
31,20,b90,19,1,1,478,1,2.092050209205021
31,20,b92,20,1,0,600,1,1.6666666666666667
31,20,w92,21,0,0,573,1,1.7452006980802792
31,20,w98,22,0,0,572,1,1.7482517482517483
31,20,b13,23,1,1,372,1,2.6881720430107525
31,20,w14,24,0,1,410,1,2.4390243902439024
31,20,b07,25,1,0,458,0,2.183406113537118
31,20,b90,26,1,0,669,1,1.4947683109118086
31,20,b12,27,1,0,668,1,1.4970059880239521
31,20,b97,28,1,0,687,1,1.455604075691412
31,20,w04,29,0,0,622,1,1.607717041800643
31,20,w05,30,0,0,689,1,1.4513788098693758
31,20,w90,31,0,1,513,1,1.949317738791423
31,20,w03,32,0,1,484,1,2.0661157024793386
31,20,w11,33,0,1,537,1,1.86219739292365
31,20,w01,34,0,0,665,1,1.5037593984962405
31,20,b96,35,1,0,518,1,1.9305019305019304
31,20,w91,36,0,1,691,1,1.447178002894356
31,20,b91,37,1,1,438,1,2.2831050228310503
31,20,b13,38,1,0,577,1,1.733102253032929
31,20,w13,39,0,1,551,1,1.8148820326678765
31,20,w03,40,0,0,502,0,1.9920318725099602
31,20,w96,41,0,1,597,1,1.6750418760469012
31,20,b09,42,1,1,649,1,1.5408320493066257
31,20,b93,43,1,1,579,1,1.7271157167530224
31,20,b97,44,1,1,497,1,2.0120724346076457
31,20,b02,45,1,0,586,1,1.7064846416382253
31,20,b03,46,1,1,497,1,2.0120724346076457
31,20,b16,47,1,1,536,1,1.8656716417910448
31,20,b01,48,1,0,546,1,1.8315018315018314
31,20,w08,49,0,0,669,1,1.4947683109118086
31,20,b98,50,1,1,507,1,1.9723865877712032
31,20,w13,51,0,0,565,1,1.7699115044247788
31,20,w04,52,0,1,548,1,1.8248175182481752
31,20,w05,53,0,1,441,1,2.2675736961451247
31,20,w08,54,0,1,529,1,1.890359168241966
31,20,w11,55,0,0,641,1,1.5600624024960998
31,20,w06,56,0,0,643,1,1.5552099533437014
31,20,b11,58,1,0,631,1,1.5847860538827259
31,20,w02,59,0,1,516,0,1.937984496124031
31,20,w17,60,0,0,576,1,1.7361111111111112
31,20,w93,61,0,1,492,1,2.032520325203252
31,20,b08,62,1,1,517,1,1.9342359767891684
31,20,w99,63,0,1,517,1,1.9342359767891684
31,20,w92,64,0,1,741,1,1.349527665317139
31,20,b03,65,1,0,564,1,1.7730496453900708
31,20,b04,66,1,0,697,1,1.4347202295552368
31,20,w99,67,0,0,544,1,1.838235294117647
31,20,w14,68,0,0,551,1,1.8148820326678765
31,20,b09,69,1,0,579,1,1.7271157167530224
31,20,b98,70,1,0,657,1,1.5220700152207
31,20,b10,71,1,1,733,1,1.364256480218281
31,20,w96,72,0,0,675,1,1.4814814814814814
31,20,w97,73,0,0,498,1,2.0080321285140563
31,20,w19,74,0,1,555,1,1.8018018018018018
31,20,w97,75,0,1,480,1,2.0833333333333335
31,20,w07,76,0,0,534,1,1.8726591760299625
31,20,b02,77,1,1,499,1,2.004008016032064
31,20,b07,78,1,1,516,1,1.937984496124031
31,20,w15,79,0,0,526,1,1.9011406844106464
31,20,b95,80,1,0,553,1,1.8083182640144666
31,20,w95,81,0,0,609,1,1.6420361247947455
31,20,w02,82,0,0,514,1,1.9455252918287937
31,20,w16,83,0,1,717,1,1.394700139470014
31,20,w16,84,0,0,693,1,1.443001443001443
31,20,w91,85,0,0,545,1,1.834862385321101
31,20,b93,86,1,0,613,1,1.6313213703099512
31,20,b05,87,1,0,721,1,1.3869625520110958
31,20,w93,88,0,0,575,1,1.7391304347826086
31,20,b01,89,1,1,492,1,2.032520325203252
31,20,b17,90,1,1,796,1,1.256281407035176
31,20,b94,91,1,1,433,1,2.3094688221709005
31,20,b12,92,1,1,494,1,2.0242914979757085
31,20,w07,93,0,1,569,1,1.757469244288225
31,20,w17,94,0,1,672,1,1.4880952380952381
31,20,w95,95,0,1,545,1,1.834862385321101
31,20,b91,96,1,0,573,1,1.7452006980802792
31,20,b14,97,1,1,488,1,2.0491803278688523
31,20,b04,98,1,1,530,1,1.8867924528301887
31,20,b14,99,1,0,740,1,1.3513513513513513
31,20,w19,100,0,0,660,1,1.5151515151515151
31,20,w01,101,0,1,559,1,1.7889087656529516
31,20,b94,103,1,0,621,1,1.6103059581320451
31,20,w94,104,0,0,618,1,1.6181229773462784
31,20,w94,105,0,1,455,1,2.197802197802198
31,20,w15,106,0,1,442,1,2.262443438914027
31,20,b05,107,1,1,528,1,1.893939393939394
31,20,w06,108,0,1,488,1,2.0491803278688523
31,20,w98,109,0,1,465,1,2.150537634408602
31,20,w90,110,0,0,625,1,1.6
31,20,b92,111,1,1,463,1,2.159827213822894
31,20,b16,112,1,0,517,1,1.9342359767891684
31,20,b95,113,1,1,544,1,1.838235294117647
31,20,b99,114,1,0,618,1,1.6181229773462784
31,20,b11,115,1,1,482,1,2.074688796680498
31,20,b96,116,1,1,448,1,2.232142857142857
31,20,b17,117,1,0,602,1,1.6611295681063123
31,20,b99,118,1,1,424,1,2.358490566037736
11,30,w91,19,0,0,599,1,1.669449081803005
11,30,b93,20,1,1,677,1,1.4771048744460857
11,30,w13,21,0,0,634,1,1.5772870662460567
11,30,w92,22,0,1,667,1,1.4992503748125936
11,30,b97,23,1,1,611,1,1.6366612111292962
11,30,w95,24,0,1,690,1,1.4492753623188406
11,30,b13,25,1,0,697,1,1.4347202295552368
11,30,b12,26,1,1,527,1,1.8975332068311195
11,30,b11,27,1,0,612,1,1.6339869281045751
11,30,w11,28,0,0,611,1,1.6366612111292962
11,30,w90,29,0,1,527,1,1.8975332068311195
11,30,b03,30,1,1,576,1,1.7361111111111112
11,30,w14,31,0,1,576,1,1.7361111111111112
11,30,w02,32,0,1,639,1,1.5649452269170578
11,30,w14,33,0,0,577,1,1.733102253032929
11,30,b95,34,1,1,503,1,1.9880715705765408
11,30,w05,35,0,0,737,1,1.3568521031207599
11,30,b99,36,1,0,706,1,1.4164305949008498
11,30,w97,37,0,1,564,1,1.7730496453900708
11,30,w99,38,0,0,629,1,1.589825119236884
11,30,w93,39,0,1,591,1,1.6920473773265652
11,30,b10,40,1,0,662,1,1.5105740181268883
11,30,w16,41,0,1,594,1,1.6835016835016836
11,30,b16,42,1,0,596,1,1.6778523489932886
11,30,w03,43,0,0,737,1,1.3568521031207599
11,30,w06,44,0,0,614,1,1.6286644951140066
11,30,b99,45,1,1,468,1,2.1367521367521367
11,30,b12,46,1,0,652,1,1.5337423312883436
11,30,w06,47,0,1,783,1,1.277139208173691
11,30,w15,48,0,0,483,1,2.070393374741201
11,30,b90,49,1,1,750,1,1.3333333333333333
11,30,b09,50,1,0,607,1,1.6474464579901154
11,30,w19,51,0,1,607,1,1.6474464579901154
11,30,w04,52,0,1,620,1,1.6129032258064515
11,30,w15,53,0,1,484,1,2.0661157024793386
11,30,b08,54,1,1,526,1,1.9011406844106464
11,30,b11,55,1,1,701,1,1.4265335235378032
11,30,b94,56,1,0,623,1,1.6051364365971108
11,30,w13,57,0,1,592,1,1.6891891891891893
11,30,w90,58,0,0,660,1,1.5151515151515151
11,30,w11,59,0,1,514,1,1.9455252918287937
11,30,w93,60,0,0,604,1,1.6556291390728477
11,30,b97,61,1,0,701,1,1.4265335235378032
11,30,w03,63,0,1,551,1,1.8148820326678765
11,30,w02,64,0,0,513,1,1.949317738791423
11,30,b07,65,1,0,657,1,1.5220700152207
11,30,b90,66,1,0,551,1,1.8148820326678765
11,30,w94,67,0,1,601,1,1.663893510815308
11,30,w97,68,0,0,571,1,1.7513134851138354
11,30,b96,69,1,0,539,1,1.8552875695732838
11,30,b92,70,1,1,644,1,1.5527950310559007
11,30,b02,71,1,0,687,1,1.455604075691412
11,30,b17,72,1,1,731,1,1.3679890560875514
11,30,w07,73,0,1,591,1,1.6920473773265652
11,30,b91,74,1,0,634,1,1.5772870662460567
11,30,b09,75,1,1,747,1,1.3386880856760375
11,30,w16,76,0,0,710,1,1.408450704225352
11,30,b92,77,1,0,675,1,1.4814814814814814
11,30,w08,78,0,0,700,1,1.4285714285714286
11,30,b93,79,1,0,654,1,1.529051987767584
11,30,w01,80,0,1,647,1,1.545595054095827
11,30,b98,81,1,0,814,0,1.2285012285012284
11,30,b16,82,1,1,615,1,1.6260162601626016
11,30,w99,83,0,1,532,1,1.8796992481203008
11,30,b05,84,1,0,749,1,1.335113484646195
11,30,w17,85,0,0,641,1,1.5600624024960998
11,30,b98,86,1,1,524,1,1.9083969465648856
11,30,w07,87,0,0,578,1,1.7301038062283738
11,30,b13,88,1,1,560,1,1.7857142857142858
11,30,w96,89,0,1,647,1,1.545595054095827
11,30,w01,90,0,0,643,1,1.5552099533437014
11,30,w19,92,0,0,607,1,1.6474464579901154
11,30,w98,93,0,1,523,1,1.9120458891013383
11,30,w94,94,0,0,527,1,1.8975332068311195
11,30,b91,95,1,1,508,1,1.968503937007874
11,30,b01,96,1,0,668,1,1.4970059880239521
11,30,b03,97,1,0,557,1,1.7953321364452424
11,30,w17,98,0,1,793,1,1.2610340479192939
11,30,b14,99,1,1,547,1,1.8281535648994516
11,30,b04,100,1,0,581,1,1.721170395869191
11,30,w95,101,0,0,544,1,1.838235294117647
11,30,b10,102,1,1,745,1,1.342281879194631
11,30,w91,103,0,1,668,1,1.4970059880239521
11,30,b96,104,1,1,550,1,1.8181818181818181
11,30,b07,105,1,1,475,1,2.1052631578947367
11,30,b17,106,1,0,537,1,1.86219739292365
11,30,w98,107,0,0,710,1,1.408450704225352
11,30,b04,108,1,1,654,1,1.529051987767584
11,30,w92,109,0,0,542,1,1.845018450184502
11,30,w04,110,0,0,555,1,1.8018018018018018
11,30,w05,111,0,1,548,1,1.8248175182481752
11,30,b95,112,1,0,590,1,1.694915254237288
11,30,b08,113,1,0,674,1,1.4836795252225519
11,30,b01,114,1,1,487,1,2.0533880903490758
11,30,b05,115,1,1,638,1,1.567398119122257
11,30,b94,116,1,1,588,1,1.7006802721088434
11,30,b14,117,1,0,630,1,1.5873015873015872
11,30,b02,118,1,1,605,1,1.6528925619834711
27,22,b17,19,1,0,515,1,1.941747572815534
27,22,b94,20,1,0,560,0,1.7857142857142858
27,22,w90,21,0,1,532,1,1.8796992481203008
27,22,b12,22,1,0,523,1,1.9120458891013383
27,22,b10,23,1,1,655,0,1.5267175572519085
27,22,b03,24,1,1,476,1,2.100840336134454
27,22,b07,25,1,1,503,1,1.9880715705765408
27,22,b92,26,1,1,559,1,1.7889087656529516
27,22,b16,27,1,1,573,1,1.7452006980802792
27,22,b04,28,1,0,551,1,1.8148820326678765
27,22,b05,29,1,1,569,1,1.757469244288225
27,22,b11,30,1,1,706,1,1.4164305949008498
27,22,w98,31,0,1,558,1,1.7921146953405018
27,22,w98,32,0,0,751,1,1.3315579227696406
27,22,w93,34,0,0,644,1,1.5527950310559007
27,22,w19,35,0,1,525,1,1.9047619047619047
27,22,b14,36,1,1,585,1,1.7094017094017093
27,22,w97,37,0,1,609,1,1.6420361247947455
27,22,w04,38,0,0,603,1,1.658374792703151
27,22,w06,39,0,1,655,1,1.5267175572519085
27,22,w16,40,0,1,558,1,1.7921146953405018
27,22,w90,41,0,0,678,1,1.4749262536873156
27,22,b93,42,1,1,524,1,1.9083969465648856
27,22,b91,43,1,0,777,1,1.287001287001287
27,22,w11,44,0,1,508,1,1.968503937007874
27,22,w13,45,0,1,488,1,2.0491803278688523
27,22,b09,46,1,0,581,1,1.721170395869191
27,22,b12,47,1,1,518,1,1.9305019305019304
27,22,w05,48,0,1,435,1,2.2988505747126435
27,22,w91,49,0,1,604,1,1.6556291390728477
27,22,w94,50,0,1,428,1,2.336448598130841
27,22,b08,51,1,1,440,1,2.272727272727273
27,22,w05,52,0,0,484,0,2.0661157024793386
27,22,b07,54,1,0,713,1,1.402524544179523
27,22,w95,55,0,1,742,1,1.3477088948787062
27,22,w01,56,0,0,589,1,1.697792869269949
27,22,b98,58,1,0,577,1,1.733102253032929
27,22,b91,59,1,1,521,1,1.9193857965451055
27,22,b02,60,1,1,622,1,1.607717041800643
27,22,w14,61,0,1,456,1,2.192982456140351
27,22,b96,62,1,0,524,1,1.9083969465648856
27,22,w95,63,0,0,596,1,1.6778523489932886
27,22,w19,64,0,0,716,1,1.3966480446927374
27,22,w99,65,0,1,661,1,1.51285930408472
27,22,b97,66,1,1,551,1,1.8148820326678765
27,22,w16,67,0,0,546,1,1.8315018315018314
27,22,b11,68,1,0,572,1,1.7482517482517483
27,22,b10,69,1,0,541,1,1.8484288354898337
27,22,b05,70,1,0,528,1,1.893939393939394
27,22,w92,71,0,0,558,1,1.7921146953405018
27,22,b13,72,1,1,444,1,2.2522522522522523
27,22,w99,73,0,0,555,1,1.8018018018018018
27,22,b92,74,1,0,539,1,1.8552875695732838
27,22,w03,75,0,1,574,0,1.7421602787456445
27,22,b16,76,1,0,680,1,1.4705882352941178
27,22,w15,77,0,1,513,1,1.949317738791423
27,22,b04,78,1,1,569,1,1.757469244288225
27,22,b01,79,1,1,501,1,1.996007984031936
27,22,b93,80,1,0,622,1,1.607717041800643
27,22,w93,81,0,1,526,1,1.9011406844106464
