subject,age,stimulus,trial,race,gun,rt,correct,rate
8,32,w04,32,0,1,644,1,1.5527950310559007
8,32,b16,33,1,1,538,1,1.858736059479554
8,32,b14,34,1,1,583,1,1.7152658662092624
8,32,w15,35,0,0,464,1,2.1551724137931036
8,32,w11,36,0,0,658,1,1.5197568389057752
8,32,b01,37,1,0,634,1,1.5772870662460567
8,32,w93,38,0,0,687,1,1.455604075691412
8,32,b09,39,1,1,602,1,1.6611295681063123
8,32,b95,40,1,0,624,1,1.6025641025641026
8,32,b99,41,1,1,559,1,1.7889087656529516
8,32,b97,42,1,1,623,1,1.6051364365971108
8,32,b92,43,1,0,650,1,1.5384615384615385
8,32,w05,44,0,1,556,1,1.7985611510791366
8,32,w11,45,0,1,568,1,1.7605633802816902
8,32,w98,46,0,0,645,1,1.550387596899225
8,32,b07,47,1,1,544,1,1.838235294117647
8,32,b94,48,1,0,667,1,1.4992503748125936
8,32,w92,50,0,0,664,1,1.5060240963855422
8,32,b07,51,1,0,789,1,1.267427122940431
8,32,b04,52,1,1,563,1,1.7761989342806395
8,32,b02,53,1,1,608,1,1.644736842105263
8,32,b04,54,1,0,580,1,1.7241379310344827
8,32,b97,55,1,0,711,1,1.4064697609001406
8,32,w13,56,0,1,605,1,1.6528925619834711
8,32,b10,57,1,1,733,1,1.364256480218281
8,32,b08,58,1,0,748,1,1.3368983957219251
8,32,w01,59,0,1,738,1,1.3550135501355014
8,32,b08,60,1,1,508,1,1.968503937007874
8,32,b16,61,1,0,687,1,1.455604075691412
8,32,w03,62,0,0,734,1,1.3623978201634876
8,32,w90,63,0,0,589,1,1.697792869269949
8,32,b03,64,1,1,663,1,1.5082956259426847
8,32,w13,65,0,0,637,1,1.5698587127158556
8,32,w03,66,0,1,628,1,1.5923566878980893
8,32,b90,67,1,0,776,1,1.288659793814433
8,32,b98,68,1,0,638,1,1.567398119122257
8,32,w07,69,0,1,684,1,1.4619883040935673
8,32,w91,70,0,1,692,1,1.4450867052023122
8,32,b92,71,1,1,570,1,1.7543859649122806
8,32,b09,72,1,0,628,1,1.5923566878980893
8,32,b17,73,1,1,693,1,1.443001443001443
8,32,b90,74,1,1,665,1,1.5037593984962405
8,32,b13,75,1,1,517,1,1.9342359767891684
8,32,w91,76,0,0,641,1,1.5600624024960998
8,32,b93,77,1,0,581,1,1.721170395869191
8,32,b96,78,1,0,618,1,1.6181229773462784
8,32,w02,79,0,1,582,1,1.7182130584192439
8,32,w19,80,0,1,660,1,1.5151515151515151
8,32,b17,81,1,0,677,1,1.4771048744460857
8,32,w94,82,0,1,549,1,1.8214936247723132
8,32,b10,83,1,0,809,1,1.2360939431396787
8,32,w07,84,0,0,609,1,1.6420361247947455
8,32,b95,85,1,1,599,1,1.669449081803005
8,32,w98,86,0,1,606,1,1.6501650165016502
8,32,b12,87,1,0,783,1,1.277139208173691
8,32,w01,88,0,0,693,1,1.443001443001443
8,32,b12,89,1,1,674,1,1.4836795252225519
8,32,w94,90,0,0,602,1,1.6611295681063123
8,32,w19,91,0,0,645,1,1.550387596899225
8,32,w90,92,0,1,547,1,1.8281535648994516
8,32,w16,93,0,1,633,1,1.5797788309636651
8,32,w05,94,0,0,730,1,1.36986301369863
8,32,b13,95,1,0,779,1,1.2836970474967908
8,32,w06,96,0,1,841,1,1.1890606420927468
8,32,w97,97,0,1,606,1,1.6501650165016502
8,32,w99,98,0,1,520,1,1.9230769230769231
8,32,w17,99,0,0,681,1,1.4684287812041117
8,32,w15,100,0,1,585,1,1.7094017094017093
8,32,w99,101,0,0,627,1,1.594896331738437
8,32,w95,102,0,1,774,1,1.2919896640826873
8,32,w02,103,0,0,611,1,1.6366612111292962
8,32,w95,104,0,0,601,1,1.663893510815308
8,32,b03,105,1,0,671,1,1.4903129657228018
8,32,b05,106,1,1,533,1,1.876172607879925
8,32,b94,107,1,1,552,1,1.8115942028985508
8,32,w16,108,0,0,580,1,1.7241379310344827
8,32,w04,109,0,0,664,1,1.5060240963855422
8,32,w97,110,0,0,669,1,1.4947683109118086
8,32,w17,112,0,1,593,1,1.6863406408094435
8,32,b91,113,1,1,510,1,1.9607843137254901
8,32,b91,114,1,0,650,1,1.5384615384615385
8,32,b96,115,1,1,545,1,1.834862385321101
8,32,b93,116,1,1,495,1,2.0202020202020203
8,32,b11,117,1,0,591,1,1.6920473773265652
8,32,b05,118,1,0,615,1,1.6260162601626016
