subject,age,stimulus,trial,target,object,rt,response
20,26,b02,19,black,gun,617,correct
20,26,w01,20,white,gun,620,correct
20,26,w96,21,white,gun,683,correct
20,26,b14,22,black,gun,699,correct
20,26,b17,23,black,nogun,783,correct
20,26,w11,24,white,nogun,663,correct
20,26,w91,25,white,nogun,571,correct
20,26,b98,26,black,gun,582,correct
20,26,w90,27,white,gun,441,correct
20,26,w02,28,white,nogun,559,correct
20,26,w97,29,white,gun,533,correct
20,26,b04,30,black,nogun,609,correct
20,26,b16,31,black,nogun,632,correct
20,26,b17,32,black,gun,635,correct
20,26,w93,33,white,nogun,728,correct
20,26,w13,34,white,nogun,632,correct
20,26,w08,35,white,gun,800,correct
20,26,b93,36,black,gun,768,correct
20,26,w05,37,white,nogun,778,correct
20,26,w15,38,white,gun,564,correct
20,26,w94,39,white,gun,576,correct
20,26,w96,40,white,nogun,732,correct
20,26,w92,41,white,nogun,645,correct
20,26,b99,42,black,gun,559,correct
20,26,b04,43,black,gun,611,correct
20,26,w07,44,white,nogun,555,correct
20,26,w11,45,white,gun,593,correct
20,26,b05,46,black,gun,634,correct
20,26,w19,47,white,nogun,675,correct
20,26,w97,48,white,nogun,0,incorrect
20,26,w06,49,white,nogun,603,correct
20,26,b93,50,black,nogun,660,correct
20,26,w17,51,white,nogun,642,correct
20,26,w02,52,white,gun,605,correct
20,26,w19,53,white,gun,588,incorrect
20,26,b03,54,black,gun,536,correct
20,26,b96,55,black,nogun,577,correct
20,26,w03,56,white,gun,616,incorrect
20,26,b90,57,black,gun,511,correct
20,26,b12,58,black,gun,497,correct
20,26,b12,59,black,nogun,837,correct
20,26,b10,60,black,nogun,839,correct
20,26,b11,61,black,gun,771,correct
20,26,b03,62,black,nogun,587,correct
20,26,w14,63,white,nogun,606,correct
20,26,w94,64,white,nogun,553,correct
20,26,w93,65,white,gun,602,correct
20,26,w92,66,white,gun,778,correct
20,26,w98,67,white,gun,597,correct
20,26,w91,68,white,gun,644,correct
20,26,w16,69,white,nogun,680,correct
20,26,b96,70,black,gun,647,correct
20,26,w15,71,white,nogun,638,correct
20,26,w06,72,white,gun,623,correct
20,26,w08,73,white,nogun,705,correct
20,26,w99,74,white,gun,643,correct
20,26,b02,75,black,nogun,622,correct
20,26,b11,76,black,nogun,610,correct
20,26,w17,77,white,gun,830,correct
20,26,w95,78,white,gun,795,correct
20,26,b07,79,black,gun,551,correct
20,26,b01,80,black,gun,499,correct
20,26,w13,81,white,gun,605,correct
20,26,w03,82,white,nogun,0,incorrect
20,26,w98,83,white,nogun,705,correct
20,26,b94,84,black,nogun,681,correct
20,26,w16,85,white,gun,640,correct
20,26,w90,86,white,nogun,651,correct
20,26,b05,87,black,nogun,750,correct
20,26,b16,88,black,gun,576,correct
20,26,w04,89,white,gun,538,correct
20,26,w01,90,white,nogun,0,incorrect
20,26,b98,91,black,nogun,717,correct
20,26,b14,92,black,nogun,675,correct
20,26,b13,93,black,gun,545,correct
20,26,w07,94,white,gun,581,incorrect
20,26,b92,95,black,gun,721,correct
20,26,w14,96,white,gun,652,correct
20,26,w05,97,white,gun,615,correct
20,26,b94,98,black,gun,503,correct
20,26,b95,99,black,gun,476,correct
20,26,w04,100,white,nogun,724,correct
20,26,b13,101,black,nogun,593,incorrect
20,26,w99,102,white,nogun,700,correct
20,26,b01,103,black,nogun,737,correct
20,26,b08,104,black,nogun,738,correct
20,26,w95,105,white,nogun,690,correct
20,26,b91,106,black,gun,585,correct
20,26,b99,107,black,nogun,776,correct
20,26,b95,108,black,nogun,683,correct
20,26,b91,109,black,nogun,613,correct
20,26,b97,110,black,gun,797,correct
20,26,b08,111,black,gun,578,correct
20,26,b09,112,black,nogun,756,correct
20,26,b92,113,black,nogun,710,correct
20,26,b09,114,black,gun,817,correct
20,26,b90,115,black,nogun,0,incorrect
20,26,b97,116,black,nogun,792,correct
20,26,b10,117,black,gun,584,correct
20,26,b07,118,black,nogun,720,correct
