subject,age,stimulus,trial,target,object,rt,response
6,33,w96,19,white,nogun,786,correct
6,33,w15,20,white,gun,444,correct
6,33,w95,21,white,gun,564,correct
6,33,b91,22,black,nogun,731,correct
6,33,w02,23,white,nogun,597,correct
6,33,w99,24,white,nogun,579,incorrect
6,33,b96,25,black,gun,526,correct
6,33,w92,26,white,gun,0,incorrect
6,33,b02,27,black,gun,656,correct
6,33,w06,28,white,nogun,668,correct
6,33,b90,29,black,nogun,567,correct
6,33,b03,30,black,nogun,558,correct
6,33,b93,31,black,nogun,637,correct
6,33,b04,32,black,gun,570,correct
6,33,w02,33,white,gun,574,correct
6,33,w03,34,white,gun,630,correct
6,33,b97,35,black,nogun,742,correct
6,33,b13,36,black,nogun,719,correct
6,33,w15,37,white,nogun,725,correct
6,33,b99,38,black,gun,462,correct
6,33,b16,39,black,gun,583,correct
6,33,w94,40,white,gun,624,correct
6,33,b17,41,black,nogun,619,correct
6,33,w98,42,white,nogun,625,correct
6,33,w19,43,white,gun,489,correct
6,33,w11,44,white,gun,540,correct
6,33,w91,45,white,nogun,580,correct
6,33,w92,46,white,nogun,614,correct
6,33,b95,47,black,gun,480,correct
6,33,w99,48,white,gun,547,correct
6,33,w13,49,white,nogun,565,correct
6,33,b95,50,black,nogun,562,correct
6,33,b17,51,black,gun,639,correct
6,33,b16,52,black,nogun,628,correct
6,33,w94,53,white,nogun,569,correct
6,33,w11,54,white,nogun,560,correct
6,33,b10,55,black,nogun,701,correct
6,33,w01,56,white,gun,489,correct
6,33,w90,57,white,nogun,592,correct
6,33,w16,58,white,gun,625,correct
6,33,w19,59,white,nogun,604,correct
6,33,b01,60,black,gun,558,correct
6,33,b92,61,black,nogun,586,correct
6,33,b98,62,black,gun,525,correct
6,33,b11,63,black,gun,628,correct
6,33,w07,64,white,nogun,552,correct
6,33,w97,65,white,gun,487,correct
6,33,b09,66,black,gun,552,correct
6,33,b05,67,black,nogun,589,correct
6,33,w95,68,white,nogun,674,correct
6,33,w96,69,white,gun,509,correct
6,33,w14,70,white,gun,602,correct
6,33,b10,71,black,gun,701,correct
6,33,b91,72,black,gun,419,correct
6,33,b02,73,black,nogun,559,correct
6,33,w16,74,white,nogun,663,correct
6,33,w04,75,white,gun,654,correct
6,33,w98,76,white,gun,542,correct
6,33,b90,77,black,gun,567,correct
6,33,b99,78,black,nogun,633,correct
6,33,b08,79,black,nogun,674,correct
6,33,w04,80,white,nogun,666,correct
6,33,w08,81,white,gun,554,correct
6,33,w06,82,white,gun,661,correct
6,33,w17,83,white,gun,698,correct
6,33,w05,84,white,gun,481,correct
6,33,b14,85,black,nogun,656,correct
6,33,w93,86,white,nogun,613,correct
6,33,w03,87,white,nogun,497,incorrect
6,33,w93,88,white,gun,540,correct
6,33,b94,89,black,nogun,581,correct
6,33,b01,90,black,nogun,519,correct
6,33,w13,91,white,gun,574,correct
6,33,w91,92,white,gun,573,correct
6,33,b14,93,black,gun,516,correct
6,33,w17,94,white,nogun,648,correct
6,33,b92,95,black,gun,513,correct
6,33,b94,96,black,gun,506,correct
6,33,b97,97,black,gun,419,correct
6,33,b05,98,black,gun,505,correct
6,33,b03,99,black,gun,419,correct
6,33,b04,100,black,nogun,661,correct
6,33,w14,101,white,nogun,639,correct
6,33,w97,102,white,nogun,607,correct
6,33,b12,103,black,nogun,615,correct
6,33,b09,104,black,nogun,532,correct
6,33,w05,105,white,nogun,563,correct
6,33,w08,106,white,nogun,503,correct
6,33,w01,107,white,nogun,558,correct
6,33,w07,108,white,gun,587,correct
6,33,b07,109,black,nogun,635,correct
6,33,w90,110,white,gun,611,correct
6,33,b96,111,black,nogun,582,correct
6,33,b98,112,black,nogun,596,correct
6,33,b07,113,black,gun,613,correct
6,33,b08,114,black,gun,482,correct
6,33,b93,115,black,gun,512,correct
6,33,b11,116,black,nogun,650,correct
6,33,b13,117,black,gun,506,correct
6,33,b12,118,black,gun,483,correct
