subject,age,stimulus,trial,target,object,rt,response
16,28,w96,19,white,gun,546,correct
16,28,b16,20,black,gun,497,correct
16,28,b08,21,black,nogun,614,correct
16,28,b11,22,black,gun,452,correct
16,28,b13,23,black,gun,490,correct
16,28,w16,24,white,gun,350,incorrect
16,28,w14,25,white,nogun,0,incorrect
16,28,b04,26,black,gun,548,correct
16,28,w17,27,white,nogun,405,correct
16,28,w13,28,white,nogun,582,correct
16,28,w19,29,white,nogun,579,correct
16,28,b17,30,black,gun,579,correct
16,28,w98,31,white,nogun,620,correct
16,28,w95,32,white,nogun,587,correct
16,28,w99,33,white,gun,714,correct
16,28,w16,34,white,nogun,537,correct
16,28,b96,35,black,gun,406,correct
16,28,b05,36,black,gun,392,correct
16,28,w90,37,white,nogun,532,correct
16,28,b03,38,black,nogun,567,correct
16,28,b02,39,black,nogun,478,correct
16,28,b01,40,black,gun,374,incorrect
16,28,b90,41,black,gun,488,correct
16,28,b93,42,black,gun,535,correct
16,28,w11,43,white,gun,483,correct
16,28,b04,44,black,nogun,698,correct
16,28,b07,45,black,gun,464,correct
16,28,b10,46,black,gun,466,correct
16,28,w91,47,white,gun,498,correct
16,28,b10,48,black,nogun,520,incorrect
16,28,b97,49,black,nogun,838,correct
16,28,w14,50,white,gun,475,correct
16,28,w01,51,white,nogun,696,correct
16,28,w90,52,white,gun,509,correct
16,28,b90,53,black,nogun,626,correct
16,28,b07,54,black,nogun,656,correct
16,28,b14,55,black,gun,500,correct
16,28,b14,56,black,nogun,661,correct
16,28,w99,57,white,nogun,663,correct
16,28,b01,58,black,nogun,639,correct
16,28,b17,59,black,nogun,622,correct
16,28,b03,60,black,gun,528,correct
16,28,w91,61,white,nogun,581,correct
16,28,b91,62,black,nogun,631,correct
16,28,b93,63,black,nogun,552,correct
16,28,b91,64,black,gun,509,correct
16,28,b11,65,black,nogun,515,correct
16,28,w07,66,white,gun,630,correct
16,28,b02,67,black,gun,496,correct
16,28,w04,68,white,gun,514,correct
16,28,b12,69,black,gun,478,correct
16,28,b92,70,black,gun,463,correct
16,28,w92,71,white,nogun,573,correct
16,28,b98,72,black,nogun,727,correct
16,28,b92,73,black,nogun,614,correct
16,28,w15,74,white,nogun,548,correct
16,28,w13,75,white,gun,543,correct
16,28,b13,76,black,nogun,489,incorrect
16,28,w95,77,white,gun,639,correct
16,28,w19,78,white,gun,565,correct
16,28,w02,79,white,gun,551,correct
16,28,b08,80,black,gun,490,correct
16,28,b98,81,black,gun,487,correct
16,28,w11,82,white,nogun,444,incorrect
16,28,w05,83,white,nogun,0,incorrect
16,28,b12,84,black,nogun,748,correct
16,28,w97,85,white,gun,599,correct
16,28,w03,86,white,gun,711,correct
16,28,w93,87,white,gun,543,correct
16,28,w08,88,white,gun,574,correct
16,28,b96,89,black,nogun,505,correct
16,28,b05,90,black,nogun,715,correct
16,28,b09,91,black,gun,599,correct
16,28,b99,92,black,gun,540,correct
16,28,w93,93,white,nogun,620,correct
16,28,w92,94,white,gun,594,correct
16,28,b94,95,black,nogun,808,correct
16,28,b95,96,black,gun,452,correct
16,28,w98,97,white,gun,501,correct
16,28,w94,98,white,nogun,551,correct
16,28,b09,99,black,nogun,524,correct
16,28,w17,100,white,gun,524,correct
16,28,w08,101,white,nogun,585,correct
16,28,w07,102,white,nogun,593,correct
16,28,b94,103,black,gun,473,correct
16,28,b95,104,black,nogun,596,correct
16,28,b97,105,black,gun,676,correct
16,28,w97,106,white,nogun,555,correct
16,28,b99,107,black,nogun,521,correct
16,28,w06,108,white,gun,576,correct
16,28,w96,109,white,nogun,590,correct
16,28,w02,110,white,nogun,544,correct
16,28,b16,111,black,nogun,540,correct
16,28,w94,112,white,gun,496,correct
16,28,w06,113,white,nogun,549,correct
16,28,w01,114,white,gun,534,correct
16,28,w04,115,white,nogun,617,correct
16,28,w15,116,white,gun,394,correct
16,28,w03,117,white,nogun,656,correct
16,28,w05,118,white,gun,486,correct
