subject,age,stimulus,trial,target,object,rt,response
5,33,w15,19,white,nogun,483,correct
5,33,w08,20,white,gun,585,correct
5,33,b02,21,black,gun,540,correct
5,33,w98,22,white,nogun,645,correct
5,33,w90,23,white,gun,531,correct
5,33,w01,24,white,nogun,664,correct
5,33,w06,25,white,nogun,618,correct
5,33,w97,26,white,nogun,583,correct
5,33,b93,27,black,nogun,584,correct
5,33,b96,28,black,nogun,497,correct
5,33,b03,29,black,nogun,473,correct
5,33,w96,30,white,gun,589,correct
5,33,w95,31,white,nogun,563,correct
5,33,w07,32,white,nogun,638,correct
5,33,b04,33,black,gun,460,correct
5,33,w99,34,white,nogun,571,correct
5,33,b07,35,black,gun,0,incorrect
5,33,w93,36,white,gun,400,correct
5,33,w97,37,white,gun,517,correct
5,33,w92,38,white,nogun,547,correct
5,33,b09,39,black,gun,580,correct
5,33,w91,40,white,nogun,542,correct
5,33,w16,41,white,gun,543,correct
5,33,b12,42,black,nogun,548,incorrect
5,33,w04,43,white,nogun,0,incorrect
5,33,b92,44,black,nogun,706,correct
5,33,w01,45,white,gun,468,correct
5,33,w06,46,white,gun,559,correct
5,33,b95,47,black,gun,409,correct
5,33,b96,48,black,gun,475,correct
5,33,b08,49,black,nogun,664,correct
5,33,b97,50,black,gun,561,correct
5,33,w13,51,white,nogun,494,correct
5,33,w03,52,white,nogun,736,correct
5,33,b91,53,black,gun,514,correct
5,33,b13,54,black,nogun,711,correct
5,33,b92,55,black,gun,500,correct
5,33,b91,56,black,nogun,603,correct
5,33,w14,57,white,gun,521,correct
5,33,w03,58,white,gun,727,correct
5,33,w04,59,white,gun,447,correct
5,33,b16,60,black,nogun,566,correct
5,33,w92,61,white,gun,734,correct
5,33,w08,62,white,nogun,597,correct
5,33,w98,63,white,gun,848,incorrect
5,33,w14,64,white,nogun,753,correct
5,33,w05,65,white,nogun,734,correct
5,33,b10,66,black,gun,565,correct
5,33,w94,67,white,gun,436,correct
5,33,w90,68,white,nogun,0,incorrect
5,33,w07,69,white,gun,614,correct
5,33,b90,70,black,gun,532,correct
5,33,w19,71,white,gun,524,correct
5,33,b04,72,black,nogun,465,incorrect
5,33,b97,73,black,nogun,804,correct
5,33,b95,74,black,nogun,607,correct
5,33,b98,75,black,gun,766,correct
5,33,b14,76,black,gun,495,correct
5,33,w13,77,white,gun,586,correct
5,33,w99,78,white,gun,785,correct
5,33,b93,79,black,gun,623,correct
5,33,b94,80,black,gun,462,correct
5,33,w02,81,white,nogun,557,correct
5,33,w17,82,white,nogun,781,correct
5,33,b16,83,black,gun,776,correct
5,33,w94,84,white,nogun,741,correct
5,33,b08,85,black,gun,605,correct
5,33,w02,86,white,gun,594,correct
5,33,w05,87,white,gun,659,correct
5,33,w11,88,white,gun,529,correct
5,33,w96,89,white,nogun,714,correct
5,33,b13,90,black,gun,540,correct
5,33,w93,91,white,nogun,586,correct
5,33,b99,92,black,gun,575,correct
5,33,b12,93,black,gun,515,correct
5,33,w19,94,white,nogun,505,correct
5,33,w16,95,white,nogun,660,correct
5,33,w95,96,white,gun,722,correct
5,33,b94,97,black,nogun,687,correct
5,33,w91,98,white,gun,671,correct
5,33,w17,99,white,gun,741,correct
5,33,w15,100,white,gun,0,incorrect
5,33,w11,101,white,nogun,611,correct
5,33,b99,102,black,nogun,727,correct
5,33,b98,103,black,nogun,699,correct
5,33,b07,104,black,nogun,817,correct
5,33,b11,105,black,nogun,626,correct
5,33,b09,106,black,nogun,518,correct
5,33,b14,107,black,nogun,656,correct
5,33,b03,108,black,gun,556,correct
5,33,b05,109,black,nogun,632,correct
5,33,b10,110,black,nogun,735,correct
5,33,b05,111,black,gun,710,correct
5,33,b17,112,black,nogun,568,correct
5,33,b11,113,black,gun,665,correct
5,33,b01,114,black,nogun,541,correct
5,33,b17,115,black,gun,694,correct
5,33,b90,116,black,nogun,569,correct
5,33,b02,117,black,nogun,564,correct
5,33,b01,118,black,gun,605,correct
